date,event,C,teams,place,cost,bp,ed,acc,sp,autox,endu,fuel,pen,total,wrl
2010,Italy,0.94,41,5.,18.,19.,3.,4.,10.,6.,4.,-,0,822,18.
2010,Austria,0.93,27,3.,9.,6.,2.,5.,15.,3.,2.,23.,0,786,25.
2010,Germany,0.97,75,23.,37.,17.,4.,4.,26.,5.,-,-,0,461,60.
2010,United Kingdom,0.97,72,30.,64.,24.,9.,32.,14.,-,-,-,-3,293,43.
2010,Michigan,0.96,101,3.,80.,6.,3.,3.,4.,6.,7.,12.,0,843,5.
2009,Italy,0.92,36,2.,23.,7.,3.,1.,2.,3.,2.,-,0,896,5.
2009,Germany,0.98,77,9.,16.,38.,16.,5.,10.,31.,9.,13.,0,736,12.
2009,United Kingdom,0.96,78,29.,49.,12.,12.,3.,1.,7.,-,-,-12,470,19.
2009,Michigan,0.97,90,1.,71.,1.,3.,1.,1.,1.,3.,-,0,834,5.
2008,Italy,0.92,31,3.,7.,3.,2.,1.,4.,6.,3.,-,0,785,11.
2008,Germany,0.94,77,3.,14.,59.,10.,9.,13.,10.,2.,3.,0,850,14.
2008,United Kingdom,0.95,72,25.,4.,15.,24.,34.,14.,14.,-,-,0,362,31.
2008,Michigan,1.00,104,6.,62.,30.,1.,7.,36.,10.,9.,-,0,813,4.
2007,Italy,0.90,20,3.,5.,1.,1.,1.,7.,3.,7.,-,0,758,5.
2007,Germany,0.95,53,2.,11.,2.,2.,6.,18.,29.,2.,4.,0,840,4.
2007,United Kingdom,0.97,69,7.,13.,7.,1.,5.,26.,8.,11.,5.,0,769,3.
2007,Michigan,0.99,105,3.,12.,12.,2.,14.,8.,15.,5.,-,0,820,3.
2006,Italy,0.86,17,2.,4.,10.,1.,1.,4.,1.,2.,-,0,894,3.
2006,Germany,0.94,38,1.,13.,10.,3.,4.,3.,13.,2.,14.,0,832,3.
2006,United Kingdom,0.93,58,2.,10.,4.,1.,1.,2.,17.,4.,17.,0,834,4.
2005,Italy,0.85,10,1.,2.,3.,1.,1.,1.,2.,1.,-,0,928,8.
2005,United Kingdom,0.93,57,4.,18.,37.,3.,3.,4.,4.,7.,3.,0,776,23.
2004,United Kingdom,0.90,53,19.,27.,32.,29.,10.,7.,10.,-,-,0,399,81.
